"R0000100","R1235800","R1236201","R2600401","R3958501","R5510700","R7274300","S1598200","S2067100","S3861700","S5444300","S7545600","T0042200","T2022600","T3613400","T5213300","T6665100","T8136000","U0017200","U1855500","U3455600"
1795,1,99447,105010,113353,123381,131282,142828,142828,0,0,0,0,0,0,0,0,0,0,0,0
1796,1,262549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,1,258910,275634,283790,295914,309214,320682,333537,351237,373899,383559,398711,408448,425683,434312,449145,474237,490534,527726,538387
1798,1,279440,300799,310154,315396,325131,336030,343989,363943,382225,392652,401115,412288,421463,436993,441015,461700,474980,510480,527071
1799,1,290938,299181,308399,317224,326547,338024,345154,0,0,0,0,0,0,0,0,0,0,0,0
1800,1,262549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,1,325143,351372,379709,409106,426024,445124,475639,514670,533038,541999,557849,569757,576915,587326,597487,616893,643405,671844,699653
1802,1,258910,275634,283790,295914,309214,320682,333537,351237,373899,383559,0,0,0,0,0,0,0,0,0
1803,1,308887,343399,373011,408745,438251,453919,489983,522568,549233,566720,579084,588714,596379,606971,622898,646274,670665,0,0
1804,1,279440,300799,310154,315396,325131,336030,343989,363943,382225,392652,401115,412288,421463,436993,441015,461700,474980,510480,527071
1805,1,261571,270406,273965,290291,307647,315479,343994,380538,419161,435263,466985,491600,497597,497597,509667,531392,561720,614712,659495
1806,1,312376,331330,336843,345727,355297,359802,373237,384171,403967,416210,431789,0,0,0,0,0,0,0,0
1807,1,284395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,1,305658,314317,324002,333273,343068,355126,362617,387156,405592,424676,439328,453754,468956,480929,493519,528963,548292,587966,611662
1809,1,284395,312852,339898,359547,382942,403312,417746,453718,483851,500771,507965,519487,530981,534943,544470,561808,575818,608854,635980
1810,1,272009,289579,298148,310885,324858,336906,350412,369007,392816,402965,418883,429112,447220,456285,471869,498231,515352,554426,565626
1811,1,305658,314317,324002,333273,343068,355126,362617,387156,405592,424676,439328,453754,468956,480929,493519,528963,548292,587966,611662
1812,1,293578,316018,325845,331353,341581,353031,361392,382356,401563,412517,421409,433147,442786,459102,463327,485059,499011,536307,553737
1813,1,284395,312852,339898,359547,382942,403312,417746,453718,483851,500771,507965,519487,530981,534943,544470,561808,575818,608854,635980
1814,1,293578,316018,325845,331353,341581,353031,361392,382356,401563,412517,421409,433147,442786,459102,463327,485059,499011,536307,553737
1815,1,324514,360773,391883,429424,460424,476885,514772,549007,577021,595392,608381,618499,626552,637680,654412,678971,704596,758511,791162
1816,1,263247,279766,343615,380152,388512,388512,410138,436905,467698,503276,525418,525418,550791,558814,558814,606001,646959,672711,685124
1817,1,272009,289579,298148,310885,324858,336906,350412,369007,392816,402965,418883,429112,447220,456285,471869,498231,515352,554426,565626
1818,1,98184,102767,108053,117601,121661,128153,130461,131529,133777,134904,136007,137151,137151,139720,139720,144038,148267,167456,173368
1819,1,266958,293670,319058,337502,359463,378584,392133,425899,454184,470067,476819,487635,498425,502144,511087,527362,540513,571523,596986
1820,1,261824,288022,312922,331011,352550,371303,384592,417708,445450,461027,467650,478258,488840,492487,501258,517220,530118,560533,585506
1821,1,314483,339851,367259,395693,412056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,1,314483,339851,367259,395693,412056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,1,322437,331572,341787,351568,361900,374620,382522,408409,427857,447988,463445,478662,494699,507329,520610,558000,578390,620242,645239
1824,1,320551,343846,359016,374334,390946,402847,422993,429097,449604,458006,476540,488048,494420,502720,519933,543489,547382,555618,584803
1825,1,322437,331572,341787,351568,361900,374620,382522,408409,427857,447988,463445,478662,494699,507329,520610,558000,578390,620242,645239
1826,1,300007,330025,358557,379284,403963,425452,440678,478624,510411,528260,535849,548003,560129,564308,574359,592648,607427,642277,670892
1827,1,312888,340501,353036,369366,390021,404218,417554,441168,473154,489483,506848,523688,544068,555769,568314,617817,638272,668470,682795
1828,1,286940,305476,314514,327951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,1,309694,333366,343732,349543,360331,372410,381230,403345,423607,435162,444542,456924,467093,484304,488761,511686,526404,565747,584134
1830,1,342328,380578,413395,452997,485699,503063,543030,579144,608696,628075,641778,652451,660946,672685,690336,716243,743275,800148,834592
1831,1,286940,305476,314514,327951,342691,355401,369647,389264,414379,425085,441877,452668,471770,481332,497772,525581,543642,584861,596675
1832,1,291822,300089,309335,318187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,1,270278,290937,299985,305055,314471,325013,332710,352010,369693,379778,387964,398770,407645,422665,426555,446562,459407,493743,509790
1834,1,250421,266597,274485,286212,299076,310168,322601,339721,361640,370984,385638,395056,411726,420072,434419,458689,474451,510424,520735
1835,1,253941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,1,278420,302991,314145,328677,347056,359689,371556,392569,0,0,0,0,0,0,0,0,0,0,0
1837,1,258920,281349,297671,315740,334652,349907,361457,380612,408445,416243,432254,451474,462412,470393,475335,486721,505841,528842,544586
1838,1,266958,293670,319058,337502,359463,378584,392133,425899,454184,470067,476819,487635,498425,502144,511087,527362,540513,571523,596986
1839,1,86354,97496,103306,114393,120498,127420,131058,136390,146065,151173,151173,158199,158199,158199,158199,162539,162539,166329,166329
1840,1,108926,108926,112511,120916,128865,135189,135189,136354,143715,145111,146475,148155,149553,149553,153260,156810,158511,163844,169505
1841,1,104429,106187,107964,110780,113076,113971,115988,117162,117162,117162,120305,120305,120305,121279,123959,126103,126103,128261,129424
1842,1,112899,116712,118249,125295,132786,136167,148474,164247,180918,187868,201560,212184,214772,214772,219982,229359,242449,0,0
1843,1,291329,317039,328710,343915,363147,376365,388782,410770,440551,455756,0,0,0,0,0,0,0,0,0
1844,1,288354,310395,320048,325457,335503,346750,354962,375553,394418,405178,413911,425440,434908,450933,455083,476428,0,0,0
1845,1,111876,123354,125209,129665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,1,104429,106187,107964,110780,113076,113971,115988,117162,117162,117162,120305,120305,120305,121279,123959,126103,126103,128261,129424
1847,1,120821,133216,135219,140032,146264,151518,166231,178815,193723,200630,216635,221961,221961,221961,224666,233776,241235,279784,290681
1848,1,362339,391568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,1,126352,147938,154665,167825,197025,216179,227376,236499,248194,258952,258952,258952,266884,270657,270657,282639,291100,0,0
1850,1,112102,124351,138376,145950,151966,154875,156513,161059,0,0,0,0,0,0,0,0,0,0,0
1851,1,104837,108164,114940,124648,131662,137697,146209,167967,0,0,0,0,0,0,0,0,0,0,0
1852,1,305254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,1,255222,269498,290911,316646,336923,366555,366555,394939,444378,0,0,0,0,0,0,0,0,0,0
1854,1,305254,339361,368624,403937,433097,448581,484220,516423,542774,560055,572273,581791,589365,599833,615572,638674,662778,713492,744205
1855,1,321320,347239,375243,404295,421013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,1,279335,303533,321141,340635,361038,377496,389956,410621,440650,449062,466336,487071,498871,507482,512813,525097,545724,570539,587525
1857,1,309539,318309,328116,337505,347424,359635,367222,392072,410742,430069,444907,459516,474911,487036,499786,535680,555254,595432,619429
1858,1,279335,303533,321141,340635,361038,377496,389956,410621,440650,449062,466336,487071,498871,507482,512813,525097,545724,570539,587525
1859,1,288007,316824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,1,345931,373836,403985,435262,453261,473583,506049,547575,567117,576651,593514,606184,613800,624876,635687,656333,684541,714798,744385
1861,1,288007,316824,344214,364112,387805,408433,423051,459479,489995,507130,514415,526083,537724,541736,551384,568942,583130,616586,644056
1862,1,316343,335537,341120,350117,359808,364371,377977,389049,409097,421496,437272,451223,455485,464240,470332,500212,512820,533630,556568
1863,1,279335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,1,279335,303533,321141,340635,361038,377496,389956,410621,440650,449062,466336,487071,498871,507482,512813,525097,545724,570539,587525
1865,1,287800,312731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1866,1,317054,340095,355099,370250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1867,1,309475,336787,349184,365337,385766,399808,412999,436355,467992,484144,501318,517975,538133,549706,562115,611077,631309,661178,675346
1868,1,318919,327954,338059,347733,357952,370533,378349,403953,423189,443101,458389,473440,489302,501795,514931,551913,572080,613476,638200
1869,1,283810,302143,311083,324373,338952,351523,0,0,0,0,0,0,0,0,0,0,0,0,0
1870,1,325929,345705,351457,360727,370712,375413,389431,400838,421494,434268,450523,464896,469287,478308,484584,515370,528360,549800,573433
1871,1,283810,302143,311083,324373,338952,351523,365615,385017,409859,420448,437057,447730,466623,476081,492342,519847,537711,578480,590166
1872,1,259593,296692,308111,333549,343918,355902,383547,431502,465935,491087,505737,505737,528184,528184,544438,569099,569099,617680,662745
1873,1,338594,376426,408885,448055,480400,497575,537107,572826,602056,621224,634777,645334,653736,665346,682805,708429,735166,791419,825487
1874,1,317054,340095,355099,370250,386681,398452,418379,424416,444700,453009,471341,482724,489027,497236,514261,537560,541411,549557,578423
1875,1,325929,345705,351457,360727,370712,375413,389431,400838,421494,434268,450523,464896,469287,478308,484584,0,0,0,0
1876,1,253941,275939,291946,309668,328216,343178,354506,373292,0,0,0,0,0,0,0,0,0,0,0
1877,1,253941,275939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1878,1,281400,289372,298287,306823,315840,326941,333838,356429,373402,390971,404461,417741,431737,442760,454351,486982,504777,541302,563118
1879,1,250421,266597,274485,286212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,1,279754,300084,313323,326691,341189,351576,369158,374485,392382,399714,415889,425933,431494,438738,453760,474317,477715,484903,510373
1881,1,298759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,1,274097,301523,327590,346527,369076,388708,402620,0,0,0,0,0,0,0,0,0,0,0,0
1883,1,301065,319332,324645,333208,342431,346774,359722,370260,389339,401139,416154,429431,433487,441819,447617,476054,488053,507858,529688
1884,1,329224,355782,384474,414241,431371,450711,481609,521130,539728,548802,564850,576908,584156,594697,604986,624635,651480,680277,708435
1885,1,262159,279094,287352,299628,313095,324707,337723,355646,378592,388373,403715,413574,431026,439763,454782,480190,496691,534350,545144
1886,1,294590,302936,312269,321205,330645,342266,349486,373137,390905,409298,423420,437323,451975,463515,475648,509809,0,0,0
1887,1,294590,302936,312269,321205,330645,342266,349486,373137,390905,409298,423420,437323,451975,463515,475648,0,0,0,0
1888,1,294590,302936,312269,321205,330645,342266,349486,373137,390905,409298,423420,437323,451975,463515,475648,509809,528438,0,0
1889,1,265844,288873,305631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1890,1,262159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,1,294590,302936,312269,321205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,1,274097,301523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,1,292867,314150,328010,342005,357183,368056,386462,392039,410775,418451,435384,445898,451720,459303,475029,496551,500108,507633,534297
1894,1,342069,369663,399475,430403,448201,468296,500399,541462,560786,570214,586888,599417,606947,617900,628590,649006,676898,706818,736074
1895,1,272387,289983,298563,311318,325310,337375,350900,369521,393363,403526,419466,429710,447843,456920,472526,498924,516070,555198,566413
1896,1,297019,323232,335131,350633,370240,383717,396376,418793,449157,464658,481141,497128,516474,527581,539491,586483,605900,634567,648165
1897,1,304294,326407,340807,355349,371118,382416,401540,407334,426801,434777,452371,463295,469344,477223,493563,515924,519620,0,0
1898,1,312811,331791,337312,346209,355791,360303,373757,384705,404530,416790,432390,446185,450400,459057,465081,494628,507094,527672,550354
1899,1,304294,326407,340807,355349,371118,382416,401540,407334,426801,434777,452371,463295,469344,0,0,0,0,0,0
1900,1,293987,316458,326299,331815,342056,353523,361895,382888,402122,413092,421996,433750,443403,459741,463973,485734,499706,537054,554508
1901,1,342069,369663,399475,430403,448201,468296,500399,541462,560786,570214,586888,599417,606947,617900,628590,649006,676898,706818,736074
1902,1,306084,314755,324453,333737,343545,355620,363122,387695,406157,425267,439940,454385,469609,481599,494206,529699,549055,588785,612514
1903,1,276216,300144,317556,336832,357007,373282,385603,406037,435730,444048,461130,481633,493302,501816,507088,519234,539632,564169,580966
1904,1,243040,270058,283874,288631,311359,316287,338566,345120,369576,393585,413650,438052,449178,449178,460728,484678,536235,599098,599098
1905,1,284791,313287,340372,360047,383475,403874,418328,454350,484524,501468,508672,520210,531720,535688,545228,562590,576620,609702,636866
1906,1,342069,369663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,1,272387,289983,298563,311318,325310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,1,276216,300144,317556,336832,357007,373282,385603,406037,435730,444048,461130,481633,493302,501816,507088,519234,539632,564169,580966
1909,1,312811,331791,337312,346209,355791,360303,373757,384705,404530,416790,432390,446185,450400,459057,465081,494628,507094,527672,550354
1910,1,316543,351911,382256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,1,289320,314853,326443,341544,360643,373770,386102,407937,437514,452613,468669,484241,503087,513905,0,0,0,0,0
1912,1,296406,317946,331973,346137,361498,372503,391131,396775,415738,423507,440644,451286,457178,464853,480769,502551,506151,513766,540753
1913,1,269056,292364,309324,328101,347753,363606,375607,395512,424435,432538,449176,469148,480515,488808,493943,505775,0,0,0
1914,1,242354,257563,316344,349982,357678,357678,377587,402230,430579,463333,483718,483718,507078,514463,514463,557906,595613,619322,630749
1915,1,238630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1916,1,303470,326666,336825,342518,353090,364927,373569,395240,415094,426417,435608,447742,457706,474572,478939,501403,515826,554378,572396
1917,1,314110,336936,351801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1918,1,306600,333659,345941,361944,382183,396095,409163,432303,463645,479647,496662,513164,533135,544600,556894,605401,625445,655037,669073
1919,1,281174,299337,308194,321360,335804,348259,362219,381441,406052,416543,432997,443571,462289,471660,487769,515019,532717,573107,584685
1920,1,306600,333659,345941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,1,303470,326666,336825,342518,353090,364927,373569,395240,415094,426417,435608,447742,457706,474572,478939,501403,515826,554378,0
1922,1,315957,324908,334919,344503,354628,367092,374835,400201,419259,438985,0,0,0,0,0,0,0,0,0
1923,1,285126,309826,327799,347698,368524,385323,398042,419135,449786,458373,476005,497170,509215,518004,523446,535984,557039,582368,599706
1924,1,303470,326666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,1,335449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,1,233763,257662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,1,242354,257563,316344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,1,173110,192570,204747,222514,232815,234720,248446,255700,271479,277023,283764,283764,283764,283764,296683,303212,306723,318513,318513
1929,1,202431,224934,236442,240404,259335,263439,281996,287455,307825,327822,344535,364859,374126,374126,383746,403695,446637,498997,498997
1930,1,189392,201422,202923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,1,278317,302879,314029,328555,346928,359556,371418,392424,420875,435401,450846,465826,0,0,0,0,0,0,0
1932,1,258824,281245,297561,315624,334528,349778,361323,380471,408294,416089,432095,451307,462241,470219,475159,486541,505654,528646,544385
1933,1,266859,293561,318940,337377,359330,378444,391988,425741,454016,469893,476643,487455,498240,501958,510898,527167,540313,571312,596766
1934,1,258824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,1,298759,332140,360781,395343,423882,439037,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,1,202431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,1,242354,257563,316344,349982,357678,357678,377587,402230,430579,463333,483718,483718,507078,514463,514463,557906,595613,619322,630749
1938,1,229052,261787,271862,294308,303457,314031,338424,380737,411119,433312,446239,446239,466044,466044,480386,502146,502146,545011,584775
1939,1,173110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,1,190493,205881,218000,225412,231477,234291,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,1,233763,257662,291854,305651,336131,336131,373513,378539,403670,418046,430918,430918,430918,430918,447195,473600,515149,534948,562422
1942,1,196630,208704,215635,232073,244057,253667,261017,268580,286732,298269,340584,340584,348837,348837,353743,357688,368755,397667,415724
1943,1,281585,309760,336539,355993,379157,399326,413618,449234,479069,495821,502944,514353,525733,529656,539089,556256,570127,602837,629695
1944,1,302637,311211,320799,329979,339677,351616,359033,383330,401583,420479,434987,449269,464321,476176,488641,523735,542873,0,0
1945,1,128860,150874,157735,171156,200935,220469,231889,241192,0,0,0,0,0,0,0,0,0,0,0
1946,1,290677,312895,322625,328078,338205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947,1,290677,312895,322625,328078,338205,349542,357820,378577,397594,408441,417244,428866,438410,454565,458748,480265,494080,531007,548265
1948,1,269320,286717,295201,307813,321647,333577,346948,365361,388934,398982,414743,424871,0,0,0,0,0,0,0
1949,1,123219,135860,137903,142811,149167,154525,169530,182364,197568,204612,220935,226366,226366,226366,229125,238416,246023,285337,296450
1950,1,300867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,1,293675,319592,331357,346685,366071,379396,391913,414078,0,0,0,0,0,0,0,0,0,0,0
1952,1,113256,124875,126753,131265,137107,142032,155824,167620,181594,188069,203072,208065,208065,208065,210601,0,0,0,0
1953,1,90410,97713,103465,106983,109861,111197,123812,126312,129733,136175,139262,142294,145471,145471,146959,152074,157513,163430,168383
1954,1,105717,107497,109296,112147,114471,115377,117419,118607,118607,118607,121789,121789,121789,122775,125488,127658,127658,129843,131020
1955,1,98274,101393,107744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,1,110269,110269,113899,122408,130455,136856,136856,138036,145488,146901,148281,149983,151398,151398,155150,158744,160466,165865,171596
1957,1,108711,124247,129029,139682,144024,149042,160619,0,0,0,0,0,0,0,0,0,0,0,0
1958,1,93545,100774,103845,106910,112055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,1,118441,138676,144982,157318,184690,202644,213141,221692,232655,242740,242740,242740,250175,253712,253712,264944,272875,288063,303108
